0.000584, 0.000000, 0.000000, 0.050733
0.017319, 0.000000, 0.000000, 0.237113
0.049929, 0.000000, 0.000000, 0.346173
0.091827, 0.000000, 0.000000, 0.409989
0.139161, 0.000000, 0.000000, 0.447330
0.189675, 0.000000, 0.000000, 0.469181
0.242050, 0.000000, 0.000000, 0.481966
0.295514, 0.000000, 0.000000, 0.489448
0.349615, 0.000000, 0.000000, 0.493825
0.404089, 0.000000, 0.000000, 0.496387
0.458782, 0.000000, 0.000000, 0.497886
0.513602, 0.000000, 0.000000, 0.498763
0.568496, 0.000000, 0.000000, 0.499276
0.623434, 0.000000, 0.000000, 0.499576
0.678398, 0.000000, 0.000000, 0.499752
0.733377, 0.000000, 0.000000, 0.499855
0.788365, 0.000000, 0.000000, 0.499915
0.843358, 0.000000, 0.000000, 0.499950
0.898353, 0.000000, 0.000000, 0.499971
0.953351, 0.000000, 0.000000, 0.499983
1.008350, 0.000000, 0.000000, 0.499990
1.063349, 0.000000, 0.000000, 0.499994
1.118348, 0.000000, 0.000000, 0.499997
1.173348, 0.000000, 0.000000, 0.499998
1.228348, 0.000000, 0.000000, 0.499999
1.283348, 0.000000, 0.000000, 0.499999
1.338348, 0.000000, 0.000000, 0.500000
1.393348, 0.000000, 0.000000, 0.500000
1.448348, 0.000000, 0.000000, 0.500000
1.503348, 0.000000, 0.000000, 0.500000
1.558881, 0.000000, 0.000000, 0.514448
1.616353, 0.000000, 0.000000, 0.529197
1.675081, 0.000000, 0.000000, 0.537827
1.734545, 0.000000, 0.000000, 0.542877
1.794438, 0.000000, 0.000000, 0.545832
1.854583, 0.000000, 0.000000, 0.547561
1.914888, 0.000000, 0.000000, 0.551188
1.976855, 0.000000, 0.000000, 0.573512
2.040723, 0.000000, 0.000000, 0.586575
2.105704, 0.000000, 0.000000, 0.594219
2.171336, 0.000000, 0.000000, 0.598691
2.237348, 0.000000, 0.000000, 0.601309
2.303584, 0.000000, 0.000000, 0.602840
2.370986, 0.000000, 0.000000, 0.625212
2.440760, 0.000000, 0.000000, 0.641926
2.511957, 0.000000, 0.000000, 0.651705
2.583987, 0.000000, 0.000000, 0.657428
2.656504, 0.000000, 0.000000, 0.660777
2.730221, 0.000000, 0.000000, 0.684216
2.806672, 0.000000, 0.000000, 0.704060
2.884814, 0.000000, 0.000000, 0.715672
2.963945, 0.000000, 0.000000, 0.722466
3.043654, 0.000000, 0.000000, 0.726442
3.123702, 0.000000, 0.000000, 0.728769
3.203948, 0.000000, 0.000000, 0.730130
3.284310, 0.000000, 0.000000, 0.730926
3.365151, 0.000000, 0.000000, 0.747219
3.448786, 0.000000, 0.000000, 0.771295
3.534471, 0.000000, 0.000000, 0.785384
3.621357, 0.000000, 0.000000, 0.793627
3.708944, 0.000000, 0.000000, 0.798451
3.796943, 0.000000, 0.000000, 0.801274
3.885182, 0.000000, 0.000000, 0.802925
3.973562, 0.000000, 0.000000, 0.803892
4.062024, 0.000000, 0.000000, 0.804457
4.150534, 0.000000, 0.000000, 0.804788
4.239072, 0.000000, 0.000000, 0.804982
4.329626, 0.000000, 0.000000, 0.838502
