2.243348, 0.000000
2.643348, 0.000000
3.043348, 0.000000
3.443348, 0.000000
3.843348, 0.000000
4.243359, 0.000000
4.689965, 0.000000
5.230418, 0.000000
5.864315, 0.000000
6.558732, 0.000000
7.267068, 0.000000
7.975687, 0.000000
8.317947, -0.080522
8.908982, -0.468952
9.548875, -0.746558
9.900569, -0.719100
10.225215, -0.581086
10.664522, -0.040876
10.733453, 0.305089
10.688637, 0.654995
10.329936, 1.261239
10.134534, 1.556798
9.944724, 2.234128
9.876550, 2.932798
9.893498, 3.641220
9.910410, 4.349643
9.927323, 5.058065
9.935779, 5.412276
9.944236, 5.766488
9.961148, 6.474910
9.969605, 6.829121
9.724062, 7.477718
9.458856, 7.710956
8.923569, 8.175291
8.299560, 8.484534
7.961702, 8.591252
7.263921, 8.693059
6.559382, 8.769042
5.853921, 8.781492
5.499932, 8.766383
5.149472, 8.808301
4.454560, 8.743990
3.757630, 8.664807
3.049265, 8.683897
1.891577, 8.714489
1.395441, 8.727600
-0.156546, 8.768611
-0.675104, 8.782315
-1.193670, 8.796018
-1.712237, 8.809721
-2.749372, 8.837128
-3.267940, 8.850831
-3.786507, 8.864534
-4.305075, 8.878238
-5.342210, 8.905644
-5.860777, 8.919348
-6.379345, 8.933051
-7.416480, 8.960458
-8.656236, 8.993219
-9.034190, 8.998521
-9.403529, 8.918733
-10.890433, 8.640825
-11.645635, 8.666745
-12.401706, 8.686724
-13.102518, 8.455112
-13.350108, 8.171754
-13.591264, 7.457950
-13.812491, 6.734692
-13.756939, 5.998572
-13.520767, 5.280171
-13.324950, 4.552934
-13.603545, 3.457711
-13.769585, 2.723706
-13.504081, 2.048543
-13.494217, 2.033361
-13.494217, 2.033361
-13.382521, 1.596498
-13.433812, 1.229737
-13.715038, 0.530525
-13.692537, -0.271653
-13.692536, -0.271664
-13.692536, -0.271664
-13.692536, -0.271664
-13.692536, -0.271664
-13.669427, -0.791141
-13.636032, -1.541810
-13.602423, -2.297298
-13.585616, -2.675090
-13.568809, -3.052884
-13.535195, -3.808472
-13.501582, -4.564060
-13.484775, -4.941854
-13.451161, -5.697442
-13.434354, -6.075236
